Nombre de la evaluación,Componente ambiental,matriz,Nombre del punto,Este,Norte,Zona,Datum,Altitud,Descripción de ubicación,Tipo de muestra,Norma de comparación,Parámetros que incumplen la norma,FECHA,Aluminio,Antimonio,Arsénico,Bario,Berilio,Bismuto,Boro,Cadmio,Calcio,Cerio,Cianuro libre,Cobalto,Cobre,Cromo,Cromo Hexavalente,Estaño,Estroncio,Fósforo,Hidrocarburos totales de petróleo (C10-C28),Hidrocarburos totales de petróleo (C28-C40),Hidrocarburos totales de petróleo (C5-C10),Hierro,Litio,Magnesio,Manganeso,Mercurio,Molibdeno,Níquel,Plata,Plomo,Potasio,Selenio,Sodio,Talio,Titanio,Torio,Uranio,Vanadio,Wolframio,Zinc
Lote 131,Suelo,Nivel de fondo,SUE-AGUAY 9,488971,9022282,18 Sur,WGS84,278,"Zona de purma (bosque secundario), al este del caserío Aguaytillo, próximo al acceso a la locación SA2X.",Simple,ECA suelo 2017,Ninguno,5/28/17,16870,"<0,0017","4,5",192,"1,14","0,0947","1,48","0,6332",7008,"40,25",,"11,9",12,12,,"<0,01","20,7",240,"<5,00","<0,3","<5,00",19062,"10,8",2821,349,"<0,03","0,204","13,2","<0,006","17,8",1416,"2,47",74,"0,1475","18,3","1,645","0,552",32,"<0,0017","37,1"
Lote 131,Suelo,Nivel de fondo,SUE-LANG 1,495237,9015356,18 Sur,WGS84,202,"Zona de agrícola (naranjas), cerca de la vía Federico Basadre por donde se trasporta el crudo del Lote 131 (locación LA1X) en terrenos del caserío Los Ángeles.",Simple,ECA suelo 2017,Ninguno,6/6/17,13249,"0,3137","6,7",60,"0,895","0,1522","0,688","0,0837",1731,"32,63",,18,"7,2",13,,"0,59","8,8",265,"<5,00","<0,3","<5,00",20314,"8,25",1751,1654,"0,03","0,396","6,87","<0,006","23,8",936,"1,6",57,"0,191","35,8","4,875","0,6027",38,"0,0301","48,9"
Lote 131,Suelo,Nivel de fondo,SUE-LANG 10,491331,9016713,18 Sur,WGS84,224,"Zona agrícola (pastizal), cerca al futuro ducto de transporte de crudo del Lote 131 (locación SA2X) en terrenos del caserío Los Ángeles.",Simple,ECA suelo 2017,Ninguno,6/5/17,14246,"0,3787","6,9",106,"0,648","0,1279","1,54","0,1277",2245,"11,69",,"10,4",12,11,,"0,38","20,5",262,"<5,00","<0,3","<5,00",16665,"15,3",2990,734,"<0,03","0,658","9,8","<0,006",15,2020,"0,968",41,"0,1227","28,9","2,627","0,4644",33,"<0,0017","44,2"
Lote 131,Suelo,Nivel de fondo,SUE-LANG 11,491388,9016476,18 Sur,WGS84,245,"Zona de monte (bosque primario), cerca al futuro ducto de transporte de crudo del Lote 131 (locación SA2X) en terrenos del caserío Los Ángeles.",Simple,ECA suelo 2017,Ninguno,6/5/17,15907,"0,302","3,3","95,7","0,651","0,1029","1,2","0,134",4035,"15,16",,"11,2",12,13,,"0,41","19,9",300,"<5,00","<0,3","<5,00",17283,"10,7",3484,645,"<0,03","0,42","10,2","<0,006","12,3",2173,"1,29",25,"0,1109","25,6","2,626","0,4951",38,"<0,0017","40,5"
Lote 131,Suelo,Nivel de fondo,SUE-LANG 12,491557,9016456,18 Sur,WGS84,243,"Zona de monte (bosque primario), cerca al futuro ducto de transporte de crudo del Lote 131 (locación SA2X) en terrenos del caserío Los Ángeles.",Simple,ECA suelo 2017,Ninguno,6/5/17,13305,"0,2822","5,1",106,"0,567","0,1029","1,22","0,1646",2796,"13,42",,"8,11",12,"9,7",,"0,35","17,6",228,"<5,00","<0,3","<5,00",13583,"8,76",2424,676,"<0,03","0,424","7,98","<0,006","13,1",1708,"0,938",52,"0,1135","26,3","2,335","0,4671",28,"<0,0017","34,2"
Lote 131,Suelo,Nivel de fondo,SUE-LANG 13,491494,9015818,18 Sur,WGS84,218,"Zona de monte (bosque primario), cerca al futuro ducto de transporte de crudo del Lote 131 (locación SA2X) en terrenos del caserío Los Ángeles, cerca de la locación LA3X.",Simple,ECA suelo 2017,Ninguno,6/7/17,23724,"0,6913",11,161,"1,26","0,2428","1,66","0,1756",4066,"17,99",,"16,1",20,21,,"0,74","42,8",300,"<5,00","<0,3","<5,00",28969,"32,9",6534,743,"<0,03","1,05",21,"<0,006","22,6",4050,"1,6",72,"0,2083","14,1","4,75","0,5543",52,"0,0436","87,4"
Lote 131,Suelo,Nivel de fondo,SUE-LANG 14,491740,9015955,18 Sur,WGS84,218,"Zona de monte (bosque primario), cerca al futuro ducto de transporte de crudo del Lote 131 (locación SA2X) en terrenos del caserío Los Ángeles, cerca de la locación LA3X.",Simple,ECA suelo 2017,Ninguno,6/7/17,15217,"0,4196","5,4",133,"0,793","0,1438","1,7","0,4318",2177,"14,46",,"16,3",13,13,,"0,48","24,6",271,"<5,00","<0,3","<5,00",17667,"15,8",3332,1085,"<0,03","0,611","12,1","<0,006","20,8",2418,"0,905",63,"0,1419","27,2","2,844","0,5219",36,"0,0299",51
Lote 131,Suelo,Nivel de fondo,SUE-LANG 15,491944,9015152,18 Sur,WGS84,232,"Zona de monte (bosque primario), cerca al futuro ducto de transporte de crudo del Lote 131 (locación SA2X) en terrenos del caserío Los Ángeles.",Simple,ECA suelo 2017,Ninguno,6/4/17,13830,"0,4375","2,6",132,"0,732","0,1059","1,75","0,1463",3340,"18,21",,"7,57",27,16,,"0,48","22,9",282,"<5,00","<0,3","<5,00",19091,"13,9",3734,875,"<0,03","0,586","12,7","<0,006","9,27",1959,"1,6",56,"0,1145","46,9","3,349","0,4774",45,"0,0477","56,3"
Lote 131,Suelo,Nivel de fondo,SUE-LANG 16,491802,9015077,18 Sur,WGS84,236,"Zona de monte (bosque primario), cerca al futuro ducto de transporte de crudo del Lote 131 (locación SA2X) en terrenos del caserío Los Ángeles.",Simple,ECA suelo 2017,Ninguno,6/4/17,23164,"0,6282","8,6",160,"1,18","0,223","1,47","0,2507",5280,"19,71",,"12,8",21,20,,"0,65","44,1",294,"<5,00","<0,3","<5,00",29289,"29,4",7263,676,"<0,03","0,949","21,6","<0,006",19,3790,"1,89",75,"0,17","10,6","4,409","0,4859",44,"<0,0017","83,4"
Lote 131,Suelo,Nivel de fondo,SUE-LANG 17,495055,9016805,18 Sur,WGS84,206,"Zona de agrícola (pastizal), cerca de la vía Federico Basadre por donde se trasporta el crudo del Lote 131 (locación LA1X) en terrenos del caserío Los Ángeles.",Simple,ECA suelo 2017,Ninguno,6/6/17,18375,"0,3006","8,1","71,7","1,08","0,1874","0,745","0,0817",5478,"33,16",,"11,8",14,17,,"0,69","14,4",273,"<5,00","<0,3","<5,00",22439,11,2878,473,"0,03","0,285","12,2","<0,006","16,6",1408,"2,45",47,"0,1897","21,3","5,745","0,6479",39,"0,0844","60,7"
Lote 131,Suelo,Nivel de fondo,SUE-LANG 18,495076,9017233,18 Sur,WGS84,205,"Zona de agrícola (pastizal), cerca de la vía Federico Basadre por donde se trasporta el crudo del Lote 131 (locación LA1X) en terrenos del caserío Los Ángeles",Simple,ECA suelo 2017,Ninguno,6/6/17,22893,"0,3132","6,8","86,2","0,86","0,1849","0,78","0,0682",2572,"19,1",,"10,9",13,18,,"0,77",19,236,"<5,00","<0,3","<5,00",23911,"13,2",3357,806,"0,03","0,651","10,5","<0,006","18,5",2184,"1,7",51,"0,223","12,7","5,189","1,041",49,"0,1167","54,8"
Lote 131,Suelo,Nivel de fondo,SUE-LANG 2,495379,9015369,18 Sur,WGS84,207,"Zona de agrícola (naranjas), cerca de la vía Federico Basadre por donde se trasporta el crudo del Lote 131 (locación LA1X) en terrenos del caserío Los Ángeles.",Simple,ECA suelo 2017,Ninguno,6/6/17,13922,"0,3245",5,"37,8","0,851","0,1488","0,684","0,0604",2289,"33,2",,"6,95","8,3",12,,"0,63","8,75",209,"<5,00","<0,3","<5,00",19105,"7,62",2071,397,"<0,03","0,238","8,14","<0,006","14,9",987,"1,9",20,"0,1528","30,3","5,518","0,8138",32,"0,0335","43,7"
Lote 131,Suelo,Nivel de fondo,SUE-LANG 3,490869,9018327,18 Sur,WGS84,264,"Zona de agrícola (plátano y cacao), cerca al futuro ducto de transporte de crudo del Lote 131 (locación SA2X) en terrenos del caserío Los Ángeles.",Simple,ECA suelo 2017,Ninguno,6/6/17,15478,"0,2824","5,9",141,"0,747","0,0867","1,8","0,2067",4083,"16,48",,"7,45","8,6",13,,"0,45","22,8",191,"<5,00","<0,3","<5,00",16970,"11,9",3520,532,"<0,03","0,451","10,4","<0,006","8,47",1828,"1,5",18,"0,1485","53,7","2,732","0,4178",39,"0,0308","37,2"
Lote 131,Suelo,Nivel de fondo,SUE-LANG 4,490729,9018201,18 Sur,WGS84,256,"Zona de purma de 2 años aproximado (bosque secundario), cerca al futuro ducto de transporte de crudo del Lote 131 (locación SA2X) en terrenos del caserío Los Ángeles.",Simple,ECA suelo 2017,Ninguno,6/6/17,13834,"0,3041","4,5",158,"0,654","0,1153","1,81","0,1603",2863,"16,6",,"10,9","9,8",12,,"0,4","19,1",238,"<5,00","<0,3","<5,00",16389,"10,5",3137,1151,"<0,03","0,378","9,47","<0,006","12,7",2228,"0,95",30,"0,1316","47,9","2,588","0,3851",34,"<0,0017",40
Lote 131,Suelo,Nivel de fondo,SUE-LANG 5,490665,9017950,18 Sur,WGS84,270,"Zona de monte (bosque primario), cerca al futuro ducto de transporte de crudo del Lote 131 (locación SA2X) en terrenos del caserío Los Ángeles.",Simple,ECA suelo 2017,Ninguno,6/6/17,12161,"0,3","3,8","89,2","0,6","0,0855","1,37","0,1299",2527,13,,"6,91","8,5",11,,"0,35","16,4",218,"<5,00","<0,3","<5,00",14213,"9,68",2720,553,"<0,03","0,338","7,7","<0,006","10,4",1678,"0,907",31,"0,1044","48,2","2,241","0,5372",30,"0,0517","34,2"
Lote 131,Suelo,Nivel de fondo,SUE-LANG 6,490642,9017797,18 Sur,WGS84,242,"Zona de monte (bosque primario), cerca al futuro ducto de transporte de crudo del Lote 131 (locación SA2X) en terrenos del caserío Los Ángeles",Simple,ECA suelo 2017,Ninguno,6/6/17,12003,"0,2488","2,8",101,"0,559","0,0889","1,17","0,1573",2406,"14,06",,"7,89",11,10,,"0,37","20,5",184,"<5,00","<5,00","<0,3",14190,"7,95",2715,599,"<0,03","0,26","8,23","<0,006","11,6",1810,"0,862",19,"0,0976","47,4","2,454","0,5253",32,"<0,00017","33,4"
Lote 131,Suelo,Nivel de fondo,SUE-LANG 7,490881,9017409,18 Sur,WGS84,245,"Zona de purma de 2 años aproximado (bosque secundario), cerca al futuro ducto de transporte de crudo del Lote 131 (locación SA2X) en terrenos del caserío Los Ángeles.",Simple,ECA suelo 2017,Ninguno,6/6/17,14033,"0,3434","5,3",134,"0,739","0,1373","1,49","0,2709",3523,"14,06",,"11,6",15,13,,"0,49","41,3",312,"<5,00","<0,3","<5,00",16247,"12,9",3177,778,"<0,03","0,516","10,6","<0,006","18,8",2407,"1,01",45,"0,1307","28,6","2,744","0,4996",43,"<0,0017","47,3"
Lote 131,Suelo,Nivel de fondo,SUE-LANG 8,491145,9017460,18 Sur,WGS84,259,"Zona de monte (bosque primario), cerca al futuro ducto de transporte de crudo del Lote 131 (locación SA2X) en terrenos del caserío Los Ángeles.",Simple,ECA suelo 2017,Ninguno,6/6/17,13754,"0,3125","4,6",155,"0,751","0,1163","1,93","0,1918",2872,"20,87",,"12,2",11,14,,"0,46","27,7",260,"<5,00","<0,3","<5,00",17082,"11,4",3123,989,"<0,03","0,432","10,3","<0,006","16,2",1624,"1,57",56,"0,1399",110,"2,492","0,6877",48,"<0,0017","43,5"
Lote 131,Suelo,Nivel de fondo,SUE-LANG 9,491204,9016666,18 Sur,WGS84,226,"Zona de agrícola (pastizal), cerca al futuro ducto de transporte de crudo del Lote 131 (locación SA2X) en terrenos del caserío Los Ángeles.",Simple,ECA suelo 2017,Ninguno,6/5/17,12855,"0,3755","2,9",174,"0,773","0,1061","1,56","0,2443",3050,"19,35",,"9,74","9,8",10,,"0,38","21,6",280,"<5,00","<0,3","<5,00",14905,11,2480,1144,"<0,03","0,532","9,57","<0,006","16,7",1708,"1,41",51,"0,1272","30,1","2,717","0,6352",33,"<0,0017","38,1"
Lote 131,Suelo,Nivel de fondo,SUE-LAP 1,494708,9016000,18 Sur,WGS84,229,"Zona de bosque reforestado protegido por el caserío Los Ángeles, a 400 m de vía Federico Basadre, por donde se transporte el crudo producido en la locación LA1X.",Simple,ECA suelo 2017,Ninguno,6/11/17,17503,"0,1917","7,1",108,"1,05","0,1843","0,647","0,2142",3595,"38,57",,"10,8",14,15,"0,1","0,67","10,8",222,5,"0,3",5,19384,"11,3",2875,746,"0,05","0,262","12,3","0,006","18,2",1299,"1,73",26,"0,1834","21,5","4,136","0,6804",37,"0,034","61,6"
Lote 131,Suelo,Nivel de fondo,SUE-LAP 2,494723,9016163,18 Sur,WGS84,210,"Zona de bosque reforestado protegido por el caserío Los Ángeles, a 400 m de vía Federico Basadre, por donde se transporte el crudo producido en la locación LA1X.",Simple,ECA suelo 2017,Ninguno,6/11/17,13794,"0,189","5,4","97,3","0,717","0,1507","0,239","0,0983",1564,"29,74",,"14,7","8,9",11,"0,1","0,55",10,213,5,"0,3",5,17485,"8,77",2092,1068,"0,05","0,365","7,29","0,006","23,1",923,"1,58",59,"0,1683",11,"2,806","0,6237",35,"0,0357","48,1"
Lote 131,Suelo,Nivel de fondo,SUE-LAP 3,495070,9016074,18 Sur,WGS84,214,"Zona de bosque reforestado protegido por el caserío Los Ángeles, a 100 m de vía Federico Basadre, por donde se transporte el crudo producido en la locación LA1X.",Simple,ECA suelo 2017,Ninguno,6/11/17,15594,"0,4546",7,"75,9","0,966","0,1923","0,73","0,0801",1871,"30,5",,"13,9","9,6",14,"0,2","0,68","8,42",217,5,"0,3",5,19550,"10,7",2194,866,"0,03","0,343","9,08","0,006","19,4",1168,"1,43",10,"0,1877",19,"4,088","0,4851",41,"0,0017","51,1"
Lote 131,Suelo,Nivel de fondo,SUE-LAP 4,494997,9016174,18 Sur,WGS84,215,"Zona de bosque reforestado protegido por el caserío Los Ángeles, a 100 m de la vía Federico Basadre, por donde se transporte el crudo producido en la locación LA1X.",Simple,ECA suelo 2017,Ninguno,6/11/17,15193,"0,4558","8,6",102,"1,05","0,1923","0,657","0,1205",1827,"34,75",,18,"7,6",21,"0,3","0,67","12,7",307,5,"0,3",5,22830,"10,7",1994,1222,"0,05","0,418","7,77","0,006","28,1",1080,"2,16",75,"0,1864","17,1","3,904","0,6457",45,"0,0352",42
Lote 131,Suelo,Nivel de fondo,SUE-MACU 1,492156,9014909,18 Sur,WGS84,219,"Zona de suelo agrícola (pastizal), cerca al futuro ducto de transporte de crudo del Lote 131 (locación LA3X) en terrenos del centro poblado Macuya.",Simple,ECA suelo 2017,Ninguno,6/8/17,20442,"0,4173","4,3",202,"0,827","0,1407","2,09","0,1808",4198,"15,9",,"10,8",16,15,"<0,1","0,58","35,4",255,"<5,00","<0,3","<5,00",19885,"15,9",4427,744,"<0,03","0,672","13,4","<0,006","13,4",2802,"1,14",59,"0,1607","34,8","2,356","0,6173",43,"<0,0017","62,4"
Lote 131,Suelo,Nivel de fondo,SUE-MACU 10,492825,9014031,18 Sur,WGS84,208,"Zona de suelo agrícola (pastizal), próximo al futuro ducto de transporte de crudo de las locaciones San Alejandro a la vía Federico Basadre, en terrenos del centro poblado Macuya.",Simple,ECA suelo 2017,Ninguno,6/9/17,13198,"0,3486","4,9",133,"0,581","0,0975","1,1","0,1418",1651,"12,87",,"14,7",9,11,"<0,1","0,43","16,7",200,"<5,00","<0,3","<5,00",15804,11,2230,1139,"<0,03","0,703","8,42","<0,006","15,7",1516,"1,09",35,"0,1119",42,"1,139","0,4388",38,"<0,0017","42,3"
Lote 131,Suelo,Nivel de fondo,SUE-MACU 11,493461,9014019,18 Sur,WGS84,228,"Zona de suelo agrícola (pastizal), próximo al futuro ducto de transporte de crudo de las locaciones San Alejandro a la vía Federico Basadre, en terrenos del centro poblado Macuya.",Simple,ECA suelo 2017,Ninguno,6/9/17,13824,"0,2514","3,1","79,5","0,599","0,0958","1,7","0,0679",3001,"15,54",,"6,97",11,13,"<0,01","0,44","14,1",145,"<5,00","<0,3","<5,00",14188,"7,56",2500,516,"<0,03","0,526","8,87","<0,006","13,6",1818,"1,12",23,"0,1132","31,1","1,687","0,4875",34,"<0,0017","32,2"
Lote 131,Suelo,Nivel de fondo,SUE-MACU 12,494157,9014201,18 Sur,WGS84,221,"Zona de suelo agrícola (pastizal), próximo al futuro ducto de transporte de crudo de las locaciones San Alejandro a la vía Federico Basadre, en terrenos del centro poblado Macuya.",Simple,ECA suelo 2017,Ninguno,6/9/17,26431,"0,3258","5,6",141,"1,12","0,1452","2,6","0,2037",5863,"31,87",,"11,3",20,23,"<0,01","0,8",25,220,"<5,00","<0,3","<5,00",23040,"16,6",6060,636,"<0,03","0,5",19,"<0,006","15,4",3550,"2,11",53,"0,1928","50,6","4,429","0,5719",52,"<0,0017","68,5"
Lote 131,Suelo,Nivel de fondo,SUE-MACU 13,494778,9014339,18 Sur,WGS84,214,"Zona de suelo agrícola (pastizal), próximo al futuro ducto de transporte de crudo de las locaciones LA1X y LA3X a la vía Federico Basadre, en terrenos del centro poblado Macuya.",Simple,ECA suelo 2017,Ninguno,6/9/17,20442,"0,4173","4,3",202,"0,827","0,1407","2,09","0,1808",4198,"15,9",,"10,8",16,15,"<0,1","0,58","35,4",255,"<5,00","<0,3","<5,00",19885,"15,9",4427,744,"<0,03","0,672","13,4","<0,006","13,4",2802,"1,14",59,"0,1607","34,8","2,356","0,6173",43,"<0,0017","62,4"
Lote 131,Suelo,Nivel de fondo,SUE-MACU 14,495233,9014374,18 Sur,WGS84,211,"Zona de suelo agrícola (pastizal), próximo al futuro ducto de transporte de crudo de las locaciones LA1X y LA3X a la vía Federico Basadre, en terrenos del centro poblado Macuya.",Simple,ECA suelo 2017,Ninguno,6/9/17,22305,"0,3273","8,9",195,"1,56","0,1941","1,05","0,3647",4794,"61,91",,"15,4",15,17,"<0,03","0,63",13,379,"<5,00","<0,3","<5,00",20464,12,3605,1589,"<0,03","0,26",16,"<0,006","20,6",1580,"3,25",42,"0,2308","19,1","3,651","0,5891",41,"0,0315","66,6"
Lote 131,Suelo,Nivel de fondo,SUE-MACU 15,492359,9013094,18 Sur,WGS84,239,"Zona de suelo agrícola (pastizal), a 300 m al sur de la locación LA1X, en terrenos del centro poblado Macuya.",Simple,ECA suelo 2017,Ninguno,6/10/17,22658,"0,5206","5,4",186,"1,12","0,1695","2,04","0,1369",15434,"19,88",,"9,92",27,20,"<0,01","0,63","49,9",351,"<5,00","<0,3","<5,00",25263,"20,3",5958,537,"<0,03","1,21","18,3","<0,006","13,3",3817,"2,03",111,"0,1789","21,1","3,871","0,6415",46,"0,0406","68,8"
Lote 131,Suelo,Nivel de fondo,SUE-MACU 16,492802,9013144,18 Sur,WGS84,233,"Zona de purma (bosque secundario), en la vía de transporte de crudo de la locación LA1X a la vía Federico Basadre, en terrenos del centro poblado Macuya.",Simple,ECA suelo 2017,Ninguno,6/10/17,14431,"0,4655","5,4",116,"0,711","0,1246","1,37","0,2051",3702,"17,7",,"13,5",16,14,"<0,03","0,48",20,333,"<5,00","<0,3","<5,00",17970,"13,4",4046,877,"<0,03","0,916","13,2","<0,006","16,3",2287,"1,76",56,"0,1258","29,7","1,545","0,6145",38,"<0,0017","59,1"
Lote 131,Suelo,Nivel de fondo,SUE-MACU 17,493338,9013120,18 Sur,WGS84,237,"Zona de monte (bosque primario), en la vía de transporte de crudo de la locación LA1X a la vía Federico Basadre, en terrenos del centro poblado Macuya.",Simple,ECA suelo 2017,Ninguno,6/10/17,19925,"0,3784","5,6",169,"0,847","0,1281","2,29","0,2264",6192,"19,86",,"10,4",16,15,"<0,01","0,57","29,3",276,"<5,00","<0,3","<5,00",18707,"14,7",4400,937,"<0,03","0,484","13,3","<0,006","17,1",2971,"1,68",41,"0,1557","45,5","2,153","0,4374",45,"<0,0017","53,5"
Lote 131,Suelo,Nivel de fondo,SUE-MACU 18,493841,9013495,18 Sur,WGS84,235,"Zona de suelo agrícola (pastizal), en la vía de transporte de crudo de la locación LA1X a la vía Federico Basadre, en terrenos del centro poblado Macuya.",Simple,ECA suelo 2017,Ninguno,6/10/17,16829,"0,2616","3,9",112,"0,716","0,1108","1,46","0,1227",4221,"24,64",,"10,9",11,16,"<0,01","0,49","32,9",212,"<5,00","<0,3","<5,00",17867,12,3251,552,"<0,03","0,446","12,9","<0,006","13,9",1636,"1,29",40,"0,1408","54,8","2,266","0,7935",39,"<0,0017","45,9"
Lote 131,Suelo,Nivel de fondo,SUE-MACU 19,494184,9013467,18 Sur,WGS84,249,"Zona de suelo agrícola (cacao), en la vía de transporte de crudo de la locación LA1X a la vía Federico Basadre, en terrenos del centro poblado Macuya.",Simple,ECA suelo 2017,Ninguno,6/10/17,18169,"<0,0017","<0,40","12,7","0,102","<0,0008","<0,180","<0,0007",4861,"4,61",,"1,66","2,1","2,8","<0,01","<0,01","4,06",60,"<5,00","<0,3","<5,00",17555,"1,99",3824,"54,8","<0,03","0,055","2,3","<0,006","1,84",1897,"0,266",34,"<0,0002","8,14","0,3989","0,11",6,"<0,0017","6,27"
Lote 131,Suelo,Nivel de fondo,SUE-MACU 2,491986,9014854,18 Sur,WGS84,241,"Zona de monte (bosque primario), cerca al futuro ducto de transporte de crudo del Lote 131 (locación LA3X) en terrenos del centro poblado Macuya.",Simple,ECA suelo 2017,Ninguno,6/8/17,24704,"0,5637","9,1",114,"1,15","0,2157","2,76","0,0957",3123,"16,49",,"14,2",22,20,"0,3","0,73","34,7",338,"<5,00","<0,3","<5,00",24415,"28,2",5761,430,"<0,03","0,997","17,1","<0,006","19,3",4486,"1,47",79,"0,2223","26,3","2,853","0,6285",48,"<0,0017","73,8"
Lote 131,Suelo,Nivel de fondo,SUE-MACU 20,494529,9013198,18 Sur,WGS84,249,"Zona de purma (bosque secundario), en la vía de transporte de crudo de la locación LA1X a la vía Federico Basadre, en terrenos del centro poblado Macuya",Simple,ECA suelo 2017,Ninguno,6/10/17,18620,"0,2722",4,"63,9","0,734","0,1108","1,84","0,2515",22075,"23,46",,"7,56",11,15,"<0,01","0,57","27,2",385,"<5,00","<0,3","<5,00",16374,"1,11",4572,586,"<0,03","0,387","12,3","<0,006",11,2243,"1,92",19,"0,1417","38,6","2,351","0,6431",41,"0,0327","49,5"
Lote 131,Suelo,Nivel de fondo,SUE-MACU 21,495028,9013008,18 Sur,WGS84,252,"Zona de purma (bosque secundario), en la vía de transporte de crudo de la locación LA1X a la vía Federico Basadre, en terrenos del centro poblado Macuya.",Simple,ECA suelo 2017,Ninguno,6/10/17,18107,"0,2653",10,"55,3","0,968","0,1537","1,76","0,2884",31395,"28,12",,"7,71",18,15,"<0,01","0,83","30,1",365,"<5,00","<0,3","<5,00",18257,"9,92",4341,512,"<0,03","0,818","12,6","<0,006",14,2124,2,33,"0,1527","35,1","3,575","0,5486",40,"0,043","59,5"
Lote 131,Suelo,Nivel de fondo,SUE-MACU 22,495374,9012886,18 Sur,WGS84,205,"Zona de suelo agrícola (cacao), en la vía de transporte de crudo de la locación LA1X a la vía Federico Basadre, en terrenos del centro poblado Macuya.",Simple,ECA suelo 2017,Ninguno,6/10/17,17630,"0,2055","6,6",175,"1,17","0,2052","0,49","0,1531",3521,"30,75",,"13,9",10,14,"0,3","0,67","11,2",327,"<5,00","<0,3","<5,00",18968,"12,3",1895,1346,"<0,06","0,534","7,56","<0,006","28,1",1124,"1,49",35,"0,2194","8,49","3,949","0,58",42,"0,0382","48,5"
Lote 131,Suelo,Nivel de fondo,SUE-MACU 3,492128,9014611,18 Sur,WGS84,212,"Zona de purma (bosque secundario), cerca al futuro ducto de transporte de crudo del Lote 131 (locación LA3X) en terrenos del centro poblado Macuya.",Simple,ECA suelo 2017,Ninguno,6/8/17,10203,"0,2125","2,5",105,"0,503","0,0779","1,53","0,2133",2226,"14,41",,"5,71","9,2","9,9","<0,1","0,38","18,1",177,"<5,00","<0,3","<5,00",10892,"8,12",2337,322,"<0,03","0,309","8,38","<0,006","8,15",1498,"1,21",21,"0,0853","45,2","1,423","0,3993",26,"<0,0017","29,9"
Lote 131,Suelo,Nivel de fondo,SUE-MACU 4,491980,9014613,18 Sur,WGS84,227,"Zona de purma (bosque secundario), cerca al futuro ducto de transporte de crudo del Lote 131 (locación LA3X) en terrenos del centro poblado Macuya.",Simple,ECA suelo 2017,Ninguno,6/8/17,23172,"0,5309",9,181,"1,03","0,2428","1,1","0,1547",4545,"16,08",,"12,4",18,18,"<0,1","0,94","35,3",196,"<5,00","<0,3","<5,00",23080,"21,5",5878,561,"<0,03","0,828","17,3","<0,006","17,4",3347,"1,6",61,"0,1935","9,91","3,974","0,4675",43,"0,1078","77,2"
Lote 131,Suelo,Nivel de fondo,SUE-MACU 5,492001,9014239,18 Sur,WGS84,202,"Zona de suelo agrícola (pastizal), al este de la locación LA3X, en terrenos del centro poblado Macuya.",Simple,ECA suelo 2017,Ninguno,6/8/17,18134,"0,3295","3,9",285,"0,876","0,1409","2,45","0,4626",3516,"19,27",,"8,42",16,15,"0,2","0,66","32,9",419,"<5,00","<0,3","<5,00",17357,"15,3",4214,487,"<0,03","0,521","13,3","<0,006","12,2",2905,"1,92",53,"0,1563","36,5","1,756","0,6015",36,"0,0409","63,6"
Lote 131,Suelo,Nivel de fondo,SUE-MACU 6,491882,9014390,18 Sur,WGS84,218,"Zona de suelo agrícola (pastizal), al norte de la locación LA3X, en terrenos del centro poblado Macuya.",Simple,ECA suelo 2017,Ninguno,6/8/17,21719,"0,523","5,8",259,"0,951","0,1715","1,36","0,1901",9300,"15,54",,"10,5",29,17,"<0,1","0,67","38,2",263,"<5,00","<0,3","<5,00",22150,"20,7",5656,462,"<0,03","0,933","16,7","<0,006","15,9",3225,"1,62",77,"0,1755","14,3","2,792","0,5857",43,"0,0302",71
Lote 131,Suelo,Nivel de fondo,SUE-MACU 7,492085,9014097,18 Sur,WGS84,195,"Zona de suelo agrícola (pastizal), al sur de la locación LA3X, en terrenos del centro poblado Macuya.",Simple,ECA suelo 2017,Ninguno,6/9/17,10285,"0,2114","2,4",199,"0,498","0,077","1,72","0,1406",2274,"13,57",,"5,43","8,6","9,4","<0,2","0,35","21,5",197,"<5,00","<0,3","<5,00",11070,"8,22",2233,265,"<0,03","0,299","7,63","<0,006","7,56",1436,"1,03",29,"0,0838","46,1","1,206","0,4311",26,"<0,0017","32,1"
Lote 131,Suelo,Nivel de fondo,SUE-MACU 8,492065,9013625,18 Sur,WGS84,209,"Zona de suelo agrícola (pastizal), al sur de la locación LA3X, próximo al ducto de transporte de crudo, en terrenos del centro poblado Macuya.",Simple,ECA suelo 2017,Ninguno,6/9/17,16841,"0,3545",4,157,"0,783","0,1271","1,84","0,2934",5413,"16,67",,"8,35",19,14,"<0,1","0,45","19,4",248,"<5,00","<0,3","<5,00",17407,"13,9",4371,536,"<0,03","0,504","13,3","<0,006","12,9",2594,"1,7",42,"0,128","30,6","1,801","0,5311",40,"0,0341","55,1"
Lote 131,Suelo,Nivel de fondo,SUE-MACU 9,492478,9013886,18 Sur,WGS84,247,"Zona de suelo agrícola (pastizal), próximo al futuro ducto de transporte de crudo de las locaciones San Alejandro a la vía Federico Basadre, en terrenos del centro poblado Macuya.",Simple,ECA suelo 2017,Ninguno,6/9/17,14827,"0,4599","3,8",186,"0,775","0,1283","2,93","0,2115",5831,"16,61",,"8,35",16,14,"0,1","0,5","23,9",487,"<5,00","<0,3","<5,00",17748,"14,6",4664,821,"<0,03","0,725","13,8","<0,006","10,4",2560,"2,29",44,"0,1161","55,4","1,47","0,4289",41,"0,0419",60
