Nombre de la Evaluación,NOMBRE,FECHA,LOCALIDAD,METODOLOGIA,CIENCIA,ESTUDIO,ESPECIE,GENERO,FAMILIA,ORDEN,CLASE,PHYLUM,REINO
Lote 131,FL-07-B,-,Aguaytillo,Parcelas por árboles,Botánica,-,Caryodaphnopsis inaequalis,Caryodaphnopsis,Lauraceae,Laurales,Magnoliopsida,Magnoliophyta,Plantae
Lote 131,FL-07-B,-,Aguaytillo,Parcelas por árboles,Botánica,-,Cecropia peltata,Cecropia,Urticaceae,Rosales,Magnoliopsida,Magnoliophyta,Plantae
Lote 131,FL-07-B,-,Aguaytillo,Parcelas por árboles,Botánica,-,Cecropia sciadophylla,Cecropia,Urticaceae,Rosales,Magnoliopsida,Magnoliophyta,Plantae
Lote 131,FL-07-B,-,Aguaytillo,Parcelas por árboles,Botánica,-,Celtis schippii,Celtis,Cannabaceae,Rosales,Magnoliopsida,Magnoliophyta,Plantae
Lote 131,FL-07-B,-,Aguaytillo,Parcelas por árboles,Botánica,-,Chrysochlamys ulei,Chrysochlamys,Clusiaceae,Malpighiales,Magnoliopsida,Magnoliophyta,Plantae
Lote 131,FL-07-B,-,Aguaytillo,Parcelas por árboles,Botánica,-,Chrysophyllum venezuelanense,Chrysophyllum,Sapotaceae,Ericales,Magnoliopsida,Magnoliophyta,Plantae
Lote 131,FL-07-B,-,Aguaytillo,Parcelas por árboles,Botánica,-,Coccoloba sp. 2,Coccoloba,Polygonaceae,Caryophyllales,Magnoliopsida,Magnoliophyta,Plantae
Lote 131,FL-07-B,-,Aguaytillo,Parcelas por árboles,Botánica,-,Drypetes amazonica,Drypetes,Putranjivaceae,Malpighiales,Magnoliopsida,Magnoliophyta,Plantae
Lote 131,FL-07-B,-,Aguaytillo,Parcelas por árboles,Botánica,-,Fabacea sp.,Fabacea,Fabaceae,Fabales,Eudicotyledoneae,Angiospermae,Plantae
Lote 131,FL-07-B,-,Aguaytillo,Parcelas por árboles,Botánica,-,Ficus maxima,Ficus,Moraceae,Rosales,Magnoliopsida,Magnoliophyta,Plantae
Lote 131,FL-07-B,-,Aguaytillo,Parcelas por árboles,Botánica,-,Guapira sp. 1,Guapira,Nyctaginaceae,Caryophyllales,Magnoliopsida,Magnoliophyta,Plantae
Lote 131,FL-07-B,-,Aguaytillo,Parcelas por árboles,Botánica,-,Guarea pterorhachis,Guarea,Meliaceae,Sapindales,Magnoliopsida,Magnoliophyta,Plantae
Lote 131,FL-07-B,-,Aguaytillo,Parcelas por árboles,Botánica,-,Guatteria glauca,Guatteria,Annonaceae,Magnoliales,Magnoliopsida,Magnoliophyta,Plantae
Lote 131,FL-07-B,-,Aguaytillo,Parcelas por árboles,Botánica,-,Guatteria sp. 1,Guatteria,Annonaceae,Magnoliales,Magnoliopsida,Magnoliophyta,Plantae
Lote 131,FL-07-B,-,Aguaytillo,Parcelas por árboles,Botánica,-,Heisteria spruceana,Heisteria,Olacaceae,Malpighiales,Magnoliopsida,Magnoliophyta,Plantae
Lote 131,FL-07-B,-,Aguaytillo,Parcelas por árboles,Botánica,-,Helicostylis scabra,Helicostylis,Moraceae,Rosales,Magnoliopsida,Magnoliophyta,Plantae
Lote 131,FL-07-B,-,Aguaytillo,Parcelas por árboles,Botánica,-,Helicostylis sp. 1,Helicostylis,Moraceae,Rosales,Magnoliopsida,Magnoliophyta,Plantae
Lote 131,FL-07-B,-,Aguaytillo,Parcelas por árboles,Botánica,-,Huertea glandulosa,Huertea,Staphylaceae,Ericales,Magnoliopsida,Magnoliophyta,Plantae
Lote 131,FL-07-B,-,Aguaytillo,Parcelas por árboles,Botánica,-,No determinado 42,No determinado,No determinado,No determinado,No determinado,No determinado,Plantae
Lote 131,FL-07-B,-,Aguaytillo,Parcelas por árboles,Botánica,-,Inga edulis,Inga,Fabaceae,Fabales,Eudicotyledoneae,Angiospermae,Plantae
Lote 131,FL-07-B,-,Aguaytillo,Parcelas por árboles,Botánica,-,Iriartea deltoidea,Iriartea,Arecaceae,Arecales,Monocotyledoneae,Angiospermae,Plantae
Lote 131,FL-07-B,-,Aguaytillo,Parcelas por árboles,Botánica,-,Iryanthera juruensis,Iryanthera,Myristicaceae,Magnoliales,Magnoliopsida,Magnoliophyta,Plantae
Lote 131,FL-07-B,-,Aguaytillo,Parcelas por árboles,Botánica,-,Iryanthera laevis,Iryanthera,Myristicaceae,Magnoliales,Magnoliopsida,Magnoliophyta,Plantae
Lote 131,FL-07-B,-,Aguaytillo,Parcelas por árboles,Botánica,-,Leonia crassa,Leonia,Violaceae,Malpighiales,Magnoliopsida,Magnoliophyta,Plantae
Lote 131,FL-07-B,-,Aguaytillo,Parcelas por árboles,Botánica,-,No determinado 44,No determinado,No determinado,No determinado,No determinado,No determinado,Plantae
Lote 131,FL-07-B,-,Aguaytillo,Parcelas por árboles,Botánica,-,Lonchocarpus heptaphyllus,Lonchocarpus,Fabaceae,Fabales,Eudicotyledoneae,Angiospermae,Plantae
Lote 131,FL-07-B,-,Aguaytillo,Parcelas por árboles,Botánica,-,Lonchocarpus spiciflorus,Lonchocarpus,Fabaceae,Fabales,Eudicotyledoneae,Angiospermae,Plantae
Lote 131,FL-07-B,-,Aguaytillo,Parcelas por árboles,Botánica,-,Loreya subandina,Loreya,Melastomataceae,Myrtales,Magnoliopsida,Magnoliophyta,Plantae
Lote 131,FL-07-B,-,Aguaytillo,Parcelas por árboles,Botánica,-,Lunania parviflora,Lunania,Salicaceae,Malpighiales,Magnoliopsida,Magnoliophyta,Plantae
Lote 131,FL-10,-,Aguaytillo,Parcelas por árboles,Botánica,-,Matisia cordata,Matisia,Malvaceae,Malvales,Magnoliopsida,Magnoliophyta,Plantae
Lote 131,FL-10,-,Aguaytillo,Parcelas por árboles,Botánica,-,Nectandra pulverulenta,Nectandra,Lauraceae,Laurales,Magnoliopsida,Magnoliophyta,Plantae
Lote 131,FL-10,-,Aguaytillo,Parcelas por árboles,Botánica,-,Ochroma pyramidale,Ochroma,Malvaceae,Malvales,Magnoliopsida,Magnoliophyta,Plantae
Lote 131,FL-10,-,Aguaytillo,Parcelas por árboles,Botánica,-,Otoba parvifolia,Otoba,Myristicaceae,Magnoliales,Magnoliopsida,Magnoliophyta,Plantae
Lote 131,FL-10,-,Aguaytillo,Parcelas por árboles,Botánica,-,Pentagonia parvifolia,Pentagonia,Rubiaceae,Gentianales,Magnoliopsida,Magnoliophyta,Plantae
Lote 131,FL-10,-,Aguaytillo,Parcelas por árboles,Botánica,-,Porcelia nitidifolia,Porcelia,Annonaceae,Magnoliales,Magnoliopsida,Magnoliophyta,Plantae
Lote 131,FL-10,-,Aguaytillo,Parcelas por árboles,Botánica,-,Pourouma bicolor,Pourouma,Urticaceae,Rosales,Magnoliopsida,Magnoliophyta,Plantae
Lote 131,FL-10,-,Aguaytillo,Parcelas por árboles,Botánica,-,Pouteria durlandii,Pouteria,Sapotaceae,Ericales,Magnoliopsida,Magnoliophyta,Plantae
Lote 131,FL-10,-,Aguaytillo,Parcelas por árboles,Botánica,-,Pseudolmedia laevis,Pseudolmedia,Moraceae,Rosales,Magnoliopsida,Magnoliophyta,Plantae
Lote 131,FL-10,-,Aguaytillo,Parcelas por árboles,Botánica,-,Pterocarpus rohrii,Pterocarpus,Fabaceae,Fabales,Eudicotyledoneae,Angiospermae,Plantae
Lote 131,FL-10,-,Aguaytillo,Parcelas por árboles,Botánica,-,Rhamnidium elaeocarpum,Rhamnidium,Rhamnaceae,Rosales,Magnoliopsida,Magnoliophyta,Plantae
Lote 131,FL-10,-,Aguaytillo,Parcelas por árboles,Botánica,-,Rinorea viridifolia,Rinorea,Violaceae,Malpighiales,Magnoliopsida,Magnoliophyta,Plantae
Lote 131,FL-10,-,Aguaytillo,Parcelas por árboles,Botánica,-,Rubiacea sp. 1,Rubiacea,Rubiaceae,Gentianales,Magnoliopsida,Magnoliophyta,Plantae
Lote 131,FL-10,-,Aguaytillo,Parcelas por árboles,Botánica,-,Sapium glandulosum,Sapium,Euphorbiaceae,Malpighiales,Magnoliopsida,Magnoliophyta,Plantae
Lote 131,FL-10,-,Aguaytillo,Parcelas por árboles,Botánica,-,Sapium marmieri,Sapium,Euphorbiaceae,Malpighiales,Magnoliopsida,Magnoliophyta,Plantae
Lote 131,FL-10,-,Aguaytillo,Parcelas por árboles,Botánica,-,Senna didymobotrya,Senna,Fabaceae,Fabales,Eudicotyledoneae,Angiospermae,Plantae
Lote 131,FL-10,-,Aguaytillo,Parcelas por árboles,Botánica,-,Sloanea guianensis,Sloanea,Elaeocarpaceae,Oxalidales,Magnoliopsida,Magnoliophyta,Plantae
Lote 131,FL-10,-,Aguaytillo,Parcelas por árboles,Botánica,-,Solanum asperolanatum,Solanum,Solanaceae,Solanales,Magnoliopsida,Magnoliophyta,Plantae
Lote 131,FL-10,-,Aguaytillo,Parcelas por árboles,Botánica,-,Theobroma cacao,Theobroma,Malvaceae,Malvales,Magnoliopsida,Magnoliophyta,Plantae
Lote 131,FL-10,-,Aguaytillo,Parcelas por árboles,Botánica,-,Trema micrantha,Trema,Ulmaceae,Rosales,Magnoliopsida,Magnoliophyta,Plantae
Lote 131,FL-10,-,Aguaytillo,Parcelas por árboles,Botánica,-,Trichilia pleeana,Trichilia,Meliaceae,Sapindales,Magnoliopsida,Magnoliophyta,Plantae
Lote 131,FL-10,-,Aguaytillo,Parcelas por árboles,Botánica,-,Unonopsis floribunda,Unonopsis,Annonaceae,Magnoliales,Magnoliopsida,Magnoliophyta,Plantae
Lote 131,FL-10,-,Aguaytillo,Parcelas por árboles,Botánica,-,Vochysia lomatophylla,Vochysia,Vochysiaceae,Myrtales,Magnoliopsida,Magnoliophyta,Plantae
Lote 131,FL-10,-,Aguaytillo,Parcelas por árboles,Botánica,-,Vochysia sp. 1,Vochysia,Vochysiaceae,Myrtales,Magnoliopsida,Magnoliophyta,Plantae
Lote 131,FL-10,-,Aguaytillo,Parcelas por árboles,Botánica,-,Zanthoxylum sp. 1,Zanthoxylum,Rutaceae,Sapindales,Magnoliopsida,Magnoliophyta,Plantae
Lote 131,FL-10,-,Aguaytillo,Parcelas por árboles,Botánica,-,Zapoteca amazonica,Zapoteca,Fabaceae,Fabales,Eudicotyledoneae,Angiospermae,Plantae
Lote 131,FL-10,-,Aguaytillo,Parcelas por árboles,Botánica,-,Aniba taubertiana,Aniba,Lauraceae,Laurales,Magnoliopsida,Magnoliophyta,Plantae
Lote 131,FL-10,-,Aguaytillo,Parcelas por árboles,Botánica,-,Annona deminuta,Annona,Annonaceae,Magnoliales,Magnoliopsida,Magnoliophyta,Plantae
Lote 131,FL-10,-,Aguaytillo,Parcelas por árboles,Botánica,-,Apeiba membranacea,Apeiba,Malvaceae,Malvales,Magnoliopsida,Magnoliophyta,Plantae
Lote 131,FL-10,-,Aguaytillo,Parcelas por árboles,Botánica,-,Astrocaryum murumuru,Astrocaryum,Arecaceae,Arecales,Monocotyledoneae,Angiospermae,Plantae
Lote 131,FL-10,-,Aguaytillo,Parcelas por árboles,Botánica,-,Attalea cephalotes,Attalea,Arecaceae,Arecales,Monocotyledoneae,Angiospermae,Plantae
Lote 131,FL-10,-,Aguaytillo,Parcelas por árboles,Botánica,-,Batocarpus costaricensis,Batocarpus,Moraceae,Rosales,Magnoliopsida,Magnoliophyta,Plantae
Lote 131,FL-10,-,Aguaytillo,Parcelas por árboles,Botánica,-,Brosimum guianense,Brosimum,Moraceae,Rosales,Magnoliopsida,Magnoliophyta,Plantae
Lote 131,FL-10,-,Aguaytillo,Parcelas por árboles,Botánica,-,Brosimum lactescens,Brosimum,Moraceae,Rosales,Magnoliopsida,Magnoliophyta,Plantae
Lote 131,FL-10,-,Aguaytillo,Parcelas por árboles,Botánica,-,Brosimum utile,Brosimum,Moraceae,Rosales,Magnoliopsida,Magnoliophyta,Plantae
Lote 131,FL-10,-,Aguaytillo,Parcelas por árboles,Botánica,-,Caryocar glabrum,Caryocar,Caryocaraceae,Malpighiales,Magnoliopsida,Magnoliophyta,Plantae
Lote 131,FL-10,-,Aguaytillo,Parcelas por árboles,Botánica,-,Casearia arborea,Casearia,Salicaceae,Malpighiales,Magnoliopsida,Magnoliophyta,Plantae
Lote 131,FL-10,-,Aguaytillo,Parcelas por árboles,Botánica,-,Cecropia membranacea,Cecropia,Urticaceae,Rosales,Magnoliopsida,Magnoliophyta,Plantae
Lote 131,FL-10,-,Aguaytillo,Parcelas por árboles,Botánica,-,Cecropia sciadophylla,Cecropia,Urticaceae,Rosales,Magnoliopsida,Magnoliophyta,Plantae
Lote 131,FL-10,-,Aguaytillo,Parcelas por árboles,Botánica,-,Cecropia sp. 2,Cecropia,Urticaceae,Rosales,Magnoliopsida,Magnoliophyta,Plantae
Lote 131,FL-10,-,Aguaytillo,Parcelas por árboles,Botánica,-,Chimarrhis hookeri,Chimarrhis,Rubiaceae,Gentianales,Magnoliopsida,Magnoliophyta,Plantae
Lote 131,FL-10,-,Aguaytillo,Parcelas por árboles,Botánica,-,Chrysochlamys ulei,Chrysochlamys,Clusiaceae,Malpighiales,Magnoliopsida,Magnoliophyta,Plantae
Lote 131,FL-10,-,Aguaytillo,Parcelas por árboles,Botánica,-,Chrysophyllum venezuelanense,Chrysophyllum,Sapotaceae,Ericales,Magnoliopsida,Magnoliophyta,Plantae
Lote 131,FL-10,-,Aguaytillo,Parcelas por árboles,Botánica,-,Clarisia biflora,Clarisia,Moraceae,Rosales,Magnoliopsida,Magnoliophyta,Plantae
Lote 131,FL-10,-,Aguaytillo,Parcelas por árboles,Botánica,-,Coccoloba paraensis,Coccoloba,Polygonaceae,Caryophyllales,Magnoliopsida,Magnoliophyta,Plantae
Lote 131,FL-10,-,Aguaytillo,Parcelas por árboles,Botánica,-,Copaifera reticulata,Copaifera,Fabaceae,Fabales,Eudicotyledoneae,Angiospermae,Plantae
Lote 131,FL-10,-,Aguaytillo,Parcelas por árboles,Botánica,-,Diplotropis purpurea,Diplotropis,Fabaceae,Fabales,Eudicotyledoneae,Angiospermae,Plantae
Lote 131,FL-10,-,Aguaytillo,Parcelas por árboles,Botánica,-,Erythrina ulei,Erythrina,Fabaceae,Fabales,Eudicotyledoneae,Angiospermae,Plantae
Lote 131,FL-10,-,Aguaytillo,Parcelas por árboles,Botánica,-,Eschweilera coriacea,Eschweilera,Lecythidaceae,Ericales,Magnoliopsida,Magnoliophyta,Plantae
Lote 131,FL-10,-,Aguaytillo,Parcelas por árboles,Botánica,-,Fabacea sp.,Fabacea,Fabaceae,Fabales,Eudicotyledoneae,Angiospermae,Plantae
Lote 131,FL-10,-,Aguaytillo,Parcelas por árboles,Botánica,-,Faramea multiflora,Faramea,Salicaceae,Malpighiales,Magnoliopsida,Magnoliophyta,Plantae
Lote 131,FL-10,-,Aguaytillo,Parcelas por árboles,Botánica,-,Guarea guidonia,Guarea,Meliaceae,Sapindales,Magnoliopsida,Magnoliophyta,Plantae
Lote 131,FL-10,-,Aguaytillo,Parcelas por árboles,Botánica,-,Guarea kunthiana,Guarea,Meliaceae,Sapindales,Magnoliopsida,Magnoliophyta,Plantae
Lote 131,FL-10,-,Aguaytillo,Parcelas por árboles,Botánica,-,Guarea pterorhachis,Guarea,Meliaceae,Sapindales,Magnoliopsida,Magnoliophyta,Plantae
Lote 131,FL-10,-,Aguaytillo,Parcelas por árboles,Botánica,-,Helicostylis scabra,Helicostylis,Moraceae,Rosales,Magnoliopsida,Magnoliophyta,Plantae
Lote 131,FL-10,-,Aguaytillo,Parcelas por árboles,Botánica,-,Heliocarpus americanus,Heliocarpus,Malvaceae,Malvales,Magnoliopsida,Magnoliophyta,Plantae
Lote 131,FL-10,-,Aguaytillo,Parcelas por árboles,Botánica,-,Henriettella fascicularis,Henriettella,Melastomataceae,Myrtales,Magnoliopsida,Magnoliophyta,Plantae
Lote 131,FL-10,-,Aguaytillo,Parcelas por árboles,Botánica,-,Himatanthus sucuuba,Himatanthus,Apocynaceae,Gentianales,Magnoliopsida,Magnoliophyta,Plantae
Lote 131,FL-10,-,Aguaytillo,Parcelas por árboles,Botánica,-,No determinado 42,No determinado,No determinado,No determinado,No determinado,No determinado,Plantae
Lote 131,FL-10,-,Aguaytillo,Parcelas por árboles,Botánica,-,Inga oerstediana,Inga,Fabaceae,Fabales,Eudicotyledoneae,Angiospermae,Plantae
Lote 131,FL-10,-,Aguaytillo,Parcelas por árboles,Botánica,-,Inga semialata,Inga,Fabaceae,Fabales,Eudicotyledoneae,Angiospermae,Plantae
Lote 131,FL-10,-,Aguaytillo,Parcelas por árboles,Botánica,-,Inga sp. 1,Inga,Fabaceae,Fabales,Eudicotyledoneae,Angiospermae,Plantae
Lote 131,FL-10,-,Aguaytillo,Parcelas por árboles,Botánica,-,Iriartea deltoidea,Iriartea,Arecaceae,Arecales,Monocotyledoneae,Angiospermae,Plantae
Lote 131,FL-10,-,Aguaytillo,Parcelas por árboles,Botánica,-,Iryanthera juruensis,Iryanthera,Myristicaceae,Magnoliales,Magnoliopsida,Magnoliophyta,Plantae
Lote 131,FL-10,-,Aguaytillo,Parcelas por árboles,Botánica,-,Leonia crassa,Leonia,Violaceae,Malpighiales,Magnoliopsida,Magnoliophyta,Plantae
Lote 131,FL-10,-,Aguaytillo,Parcelas por árboles,Botánica,-,Lonchocarpus spiciflorus,Lonchocarpus,Fabaceae,Fabales,Eudicotyledoneae,Angiospermae,Plantae
Lote 131,FL-10,-,Aguaytillo,Parcelas por árboles,Botánica,-,Machaerium cuspidatum,Machaerium,Fabaceae,Fabales,Eudicotyledoneae,Angiospermae,Plantae
Lote 131,FL-15,-,Macuya,Parcelas por árboles,Botánica,-,Matisia cordata,Matisia,Malvaceae,Malvales,Magnoliopsida,Magnoliophyta,Plantae
Lote 131,FL-15,-,Macuya,Parcelas por árboles,Botánica,-,Nectandra turbacensis,Nectandra,Lauraceae,Laurales,Magnoliopsida,Magnoliophyta,Plantae
Lote 131,FL-15,-,Macuya,Parcelas por árboles,Botánica,-,Nectandra yarinensis,Nectandra,Lauraceae,Laurales,Magnoliopsida,Magnoliophyta,Plantae
Lote 131,FL-15,-,Macuya,Parcelas por árboles,Botánica,-,Neea divaricata,Neea,Nyctaginaceae,Caryophyllales,Magnoliopsida,Magnoliophyta,Plantae
Lote 131,FL-15,-,Macuya,Parcelas por árboles,Botánica,-,Ochroma pyramidale,Ochroma,Malvaceae,Malvales,Magnoliopsida,Magnoliophyta,Plantae
Lote 131,FL-15,-,Macuya,Parcelas por árboles,Botánica,-,Porcelia nitidifolia,Porcelia,Annonaceae,Magnoliales,Magnoliopsida,Magnoliophyta,Plantae
Lote 131,FL-15,-,Macuya,Parcelas por árboles,Botánica,-,Poulsenia armata,Poulsenia,Moraceae,Rosales,Magnoliopsida,Magnoliophyta,Plantae
Lote 131,FL-15,-,Macuya,Parcelas por árboles,Botánica,-,Pourouma cecropiifolia,Pourouma,Urticaceae,Rosales,Magnoliopsida,Magnoliophyta,Plantae
Lote 131,FL-15,-,Macuya,Parcelas por árboles,Botánica,-,Pourouma guianensis,Pourouma,Urticaceae,Rosales,Magnoliopsida,Magnoliophyta,Plantae
Lote 131,FL-15,-,Macuya,Parcelas por árboles,Botánica,-,Pourouma trilobulado,Pourouma,Urticaceae,Rosales,Magnoliopsida,Magnoliophyta,Plantae
Lote 131,FL-15,-,Macuya,Parcelas por árboles,Botánica,-,Pouteria engleri,Pouteria,Sapotaceae,Ericales,Magnoliopsida,Magnoliophyta,Plantae
Lote 131,FL-15,-,Macuya,Parcelas por árboles,Botánica,-,Pseudolmedia laevis,Pseudolmedia,Moraceae,Rosales,Magnoliopsida,Magnoliophyta,Plantae
Lote 131,FL-15,-,Macuya,Parcelas por árboles,Botánica,-,Pterocarpus rohrii,Pterocarpus,Fabaceae,Fabales,Eudicotyledoneae,Angiospermae,Plantae
Lote 131,FL-15,-,Macuya,Parcelas por árboles,Botánica,-,Salacia cordata,Salacia,Celastraceae,Celastrales,Magnoliopsida,Magnoliophyta,Plantae
Lote 131,FL-15,-,Macuya,Parcelas por árboles,Botánica,-,Sapium glandulosum,Sapium,Euphorbiaceae,Malpighiales,Magnoliopsida,Magnoliophyta,Plantae
Lote 131,FL-15,-,Macuya,Parcelas por árboles,Botánica,-,Sterculia rebeccae,Sterculia,Malvaceae,Malvales,Magnoliopsida,Magnoliophyta,Plantae
Lote 131,FL-15,-,Macuya,Parcelas por árboles,Botánica,-,Tapirira guianensis,Tapirira,Anacardiaceae,Sapindales,Magnoliopsida,Magnoliophyta,Plantae
Lote 131,FL-15,-,Macuya,Parcelas por árboles,Botánica,-,Tapirira peckoltiana,Tapirira,Anacardiaceae,Sapindales,Magnoliopsida,Magnoliophyta,Plantae
Lote 131,FL-15,-,Macuya,Parcelas por árboles,Botánica,-,Theobroma speciosum,Theobroma,Malvaceae,Malvales,Magnoliopsida,Magnoliophyta,Plantae
Lote 131,FL-15,-,Macuya,Parcelas por árboles,Botánica,-,Trema micrantha,Trema,Ulmaceae,Rosales,Magnoliopsida,Magnoliophyta,Plantae
Lote 131,FL-15,-,Macuya,Parcelas por árboles,Botánica,-,Trichilia sp. 1,Trichilia,Meliaceae,Sapindales,Magnoliopsida,Magnoliophyta,Plantae
Lote 131,FL-15,-,Macuya,Parcelas por árboles,Botánica,-,Trigynaea triplinervis,Trigynaea,Annonaceae,Magnoliales,Magnoliopsida,Magnoliophyta,Plantae
Lote 131,FL-15,-,Macuya,Parcelas por árboles,Botánica,-,Urera caracasana,Urera,Urticaceae,Rosales,Magnoliopsida,Magnoliophyta,Plantae
Lote 131,FL-15,-,Macuya,Parcelas por árboles,Botánica,-,Virola calophylla,Virola,Myristicaceae,Magnoliales,Magnoliopsida,Magnoliophyta,Plantae
Lote 131,FL-15,-,Macuya,Parcelas por árboles,Botánica,-,Virola loretensis,Virola,Myristicaceae,Magnoliales,Magnoliopsida,Magnoliophyta,Plantae
Lote 131,FL-15,-,Macuya,Parcelas por árboles,Botánica,-,Vismia floribunda,Vismia,Hypericaceae,Malpighiales,Magnoliopsida,Magnoliophyta,Plantae
Lote 131,FL-15,-,Macuya,Parcelas por árboles,Botánica,-,Zanthoxylum impressinervum,Zanthoxylum,Rutaceae,Sapindales,Magnoliopsida,Magnoliophyta,Plantae
Lote 131,FL-15,-,Macuya,Parcelas por árboles,Botánica,-,Allophylus glabratus,Allophylus,Sapindaceae,Sapindales,Magnoliopsida,Magnoliophyta,Plantae
Lote 131,FL-15,-,Macuya,Parcelas por árboles,Botánica,-,Astrocaryum chambira,Astrocaryum,Arecaceae,Arecales,Monocotyledoneae,Angiospermae,Plantae
Lote 131,FL-15,-,Macuya,Parcelas por árboles,Botánica,-,Astrocaryum murumuru,Astrocaryum,Arecaceae,Arecales,Monocotyledoneae,Angiospermae,Plantae
Lote 131,FL-15,-,Macuya,Parcelas por árboles,Botánica,-,Attalea cephalotes,Attalea,Arecaceae,Arecales,Monocotyledoneae,Angiospermae,Plantae
Lote 131,FL-15,-,Macuya,Parcelas por árboles,Botánica,-,Batocarpus costaricensis,Batocarpus,Moraceae,Rosales,Magnoliopsida,Magnoliophyta,Plantae
Lote 131,FL-15,-,Macuya,Parcelas por árboles,Botánica,-,Bauhinia tarapotensis,Bauhinia,Fabaceae,Fabales,Eudicotyledoneae,Angiospermae,Plantae
Lote 131,FL-15,-,Macuya,Parcelas por árboles,Botánica,-,Caesalpinia floribunda,Caesalpinia,Fabaceae,Fabales,Eudicotyledoneae,Angiospermae,Plantae
Lote 131,FL-15,-,Macuya,Parcelas por árboles,Botánica,-,Casearia silvestris,Casearia,Salicaceae,Malpighiales,Magnoliopsida,Magnoliophyta,Plantae
Lote 131,FL-15,-,Macuya,Parcelas por árboles,Botánica,-,Cavanillesia umbellata,Cavanillesia,Malvaceae,Malvales,Magnoliopsida,Magnoliophyta,Plantae
Lote 131,FL-15,-,Macuya,Parcelas por árboles,Botánica,-,Cecropia sciadophylla,Cecropia,Urticaceae,Rosales,Magnoliopsida,Magnoliophyta,Plantae
Lote 131,FL-15,-,Macuya,Parcelas por árboles,Botánica,-,Drypetes amazonica,Drypetes,Putranjivaceae,Malpighiales,Magnoliopsida,Magnoliophyta,Plantae
Lote 131,FL-15,-,Macuya,Parcelas por árboles,Botánica,-,Eugenia florida,Eugenia,Myrtaceae,Myrtales,Magnoliopsida,Magnoliophyta,Plantae
Lote 131,FL-15,-,Macuya,Parcelas por árboles,Botánica,-,Faramea multiflora,Faramea,Salicaceae,Malpighiales,Magnoliopsida,Magnoliophyta,Plantae
Lote 131,FL-15,-,Macuya,Parcelas por árboles,Botánica,-,Genipa americana,Genipa,Rubiaceae,Gentianales,Magnoliopsida,Magnoliophyta,Plantae
Lote 131,FL-15,-,Macuya,Parcelas por árboles,Botánica,-,Heliocarpus americanus,Heliocarpus,Malvaceae,Malvales,Magnoliopsida,Magnoliophyta,Plantae
Lote 131,FL-15,-,Macuya,Parcelas por árboles,Botánica,-,Hura crepitans,Hura,Euphorbiaceae,Malpighiales,Magnoliopsida,Magnoliophyta,Plantae
Lote 131,FL-15,-,Macuya,Parcelas por árboles,Botánica,-,No determinado 42,No determinado,No determinado,No determinado,No determinado,No determinado,Plantae
Lote 131,FL-15,-,Macuya,Parcelas por árboles,Botánica,-,Inga marginata,Inga,Fabaceae,Fabales,Eudicotyledoneae,Angiospermae,Plantae
Lote 131,FL-15,-,Macuya,Parcelas por árboles,Botánica,-,Inga sapindoides,Inga,Fabaceae,Fabales,Eudicotyledoneae,Angiospermae,Plantae
Lote 131,FL-15,-,Macuya,Parcelas por árboles,Botánica,-,Inga tessmannii,Inga,Fabaceae,Fabales,Eudicotyledoneae,Angiospermae,Plantae
Lote 131,FL-15,-,Macuya,Parcelas por árboles,Botánica,-,Iryanthera juruensis,Iryanthera,Myristicaceae,Magnoliales,Magnoliopsida,Magnoliophyta,Plantae
Lote 131,FL-15,-,Macuya,Parcelas por árboles,Botánica,-,No determinado 44,No determinado,No determinado,No determinado,No determinado,No determinado,Plantae
Lote 131,FL-15,-,Macuya,Parcelas por árboles,Botánica,-,Lonchocarpus spiciflorus,Lonchocarpus,Fabaceae,Fabales,Eudicotyledoneae,Angiospermae,Plantae
Lote 131,FL-15,-,Macuya,Parcelas por árboles,Botánica,-,Lunania parviflora,Lunania,Salicaceae,Malpighiales,Magnoliopsida,Magnoliophyta,Plantae
Lote 131,FL-17,-,Macuya,Parcelas por árboles,Botánica,-,Matisia cordata,Matisia,Malvaceae,Malvales,Magnoliopsida,Magnoliophyta,Plantae
Lote 131,FL-17,-,Macuya,Parcelas por árboles,Botánica,-,Ochroma pyramidale,Ochroma,Malvaceae,Malvales,Magnoliopsida,Magnoliophyta,Plantae
Lote 131,FL-17,-,Macuya,Parcelas por árboles,Botánica,-,Parkia igneiflora,Parkia,Fabaceae,Fabales,Eudicotyledoneae,Angiospermae,Plantae
Lote 131,FL-17,-,Macuya,Parcelas por árboles,Botánica,-,Pereba humilis,Pereba,Moraceae,Rosales,Magnoliopsida,Magnoliophyta,Plantae
Lote 131,FL-17,-,Macuya,Parcelas por árboles,Botánica,-,Pouteria lucuma,Pouteria,Sapotaceae,Ericales,Magnoliopsida,Magnoliophyta,Plantae
Lote 131,FL-17,-,Macuya,Parcelas por árboles,Botánica,-,Protium puncticulatum,Protium,Burseraceae,Sapindales,Magnoliopsida,Magnoliophyta,Plantae
Lote 131,FL-17,-,Macuya,Parcelas por árboles,Botánica,-,Pseudolmedia laevis,Pseudolmedia,Moraceae,Rosales,Magnoliopsida,Magnoliophyta,Plantae
Lote 131,FL-17,-,Macuya,Parcelas por árboles,Botánica,-,Pterocarpus rohrii,Pterocarpus,Fabaceae,Fabales,Eudicotyledoneae,Angiospermae,Plantae
