Nombre de evaluación,Componente ambiental,matriz,Submatriz,Nombre del punto,Este,Norte,Zona,Datum,Altitud,Descripción de ubicación,Tipo de muestra,Norma de comparación,Parámetros que incumplen la norma,FECHA,Aceites y grasas,Aluminio,Aluminio disuelto,Amoniaco,Antimonio,Antimonio disuelto,Arsénico,Arsénico disuelto,Bario,Bario disuelto,Berilio,Berilio disuelto,Bicarbonatos,Bismuto,Bismuto disuelto,Boro,Boro disuelto,Cadmio,Cadmio disuelto,Calcio,Calcio disuelto,Carbonatos,Caudal,Cerio,Cianuro libre,Cianuro Total,Cianuro Wad,Clorofila a,Cloruros,Cobalto,Cobalto disuelto,Cobre,Cobre disuelto,Conductividad,Cromo,Cromo disuelto,Cromo Hexavalente,Cromo Hexavalente Total,Demanda Química de Oxígeno (DQO),Estaño,Estaño disuelto,Estroncio,Estroncio disuelto,Fosfatos,Fósforo,Fósforo disuelto,Hidrocarburos totales de petróleo (C10-C40),Hidrocarburos totales de petróleo (C6-C10),Hidrocarburos totales de petróleo (C6-C40),Hierro,Hierro disuelto,Litio,Litio disuelto,Magnesio,Magnesio disuelto,Manganeso,Manganeso disuelto,Mercurio,Mercurio disuelto,Mercurio Total,Molibdeno,Molibdeno disuelto,Níquel,Níquel disuelto,Nitratos (NO3-N) + Nitritos (NO2-N),Nitratos (NO3-N),Nitrógeno Amoniacal,Nitrógeno Total,Oxígeno Disuelto,pH,Plata,Plata disuelto,Plomo,Plomo disuelto,Potasio,Potasio disuelto,Potencial de hidrogeno,Potencial de Neutralización Sobek,Potencial de óxido reducción (ORP),Selenio,Selenio disuelto,Silicio,Silicio disuelto,Sodio,Sodio disuelto,Sólidos Suspendidos Totales (SST),Sólidos Disueltos Totales (SDT),Sulfato Total,Sulfatos,Sulfuro Total,Sulfuros,Talio,Talio disuelto,Temperatura,Titanio,Titanio disuelto,Uranio,Uranio disuelto,Vanadio,Vanadio disuelto,Zinc,Zinc disuelto,4-4῾DDD,4-4῾DDE,4-4῾DDT,4-4῾DDD_,4-4῾DDE_,4-4῾DDT_,Albicarb (parental),Albicarb sulfona,Albicarb sulfóxido,Aldrín,Alfa-BHC (Hexacloruro de Benceno),Beta-BHC (Hexacloruro de Benceno),Chlordane,Coliformes termotolerantes,Delta-BHC (Hexacloruro de Benceno),Dieldrin,Dimethoate,Disulfoton,Endosulfan I,Endosulfan Ii,Endosulfan Sulfate,Endrin,Endrin Aldehyde,Endrin Ketone,EPN (Ethyl p-nitrophenyl),Famphur (Famophos),Gamma-BHC (Lindano),Heptaclor,Heptaclor Epoxide,Malathion,Methoxychlor,Methyl Parathion,Nitritos (NO2-N),"O,O,O-Triethyphosphoticate",Parathion,Phorate,Sulfotep,Thionazin
Shahuindo,Agua,Agua subterránea,Agua subterránea de manantial,FNat14,809854,9156423,17 Sur,WGS84,2574,"Manantial ubicado aproximadamente 250 m aguas abajo del pad de lixiviación, en la microcuenca El Pacae",Simple,ECA agua 2015,"pH, Mn",19/03/2018,,1.656,1.536,,<0.00004,<0.00004,0.00633,0.00482,0.0118,0.0107,<0.00002,<0.00002,<1.2,<0.00002,<0.00002,0.015,0.008,0.00168,0.00168,2.78,2.73,<0.6,,,,,<0.001,,0.215,0.00336,0.00325,0.07243,0.06823,0,<0.0001,<0.0001,,,,<0.00003,<0.00003,0.014,0.0134,,0.042,<0.015,,,,0.267,0.1401,0.0044,0.0043,1.217,1.195,0.21749,0.208,<0.00003,<0.00003,,<0.00002,<0.00002,0.0046,0.0042,,,,,,,<0.000003,<0.000003,<0.0002,<0.0002,7.14,6.69,0,,,0.0023,<0.0004,29.7,27.9,3.073,2.999,12,102,,34.41,,,<0.00002,<0.00002,,0.0019,<0.0002,<0.000003,<0.000003,<0.0001,<0.0001,0.1406,0.1406,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Shahuindo,Agua,Agua subterránea,Agua subterránea de manantial,FNat19,807722,9162303,17 Sur,WGS84,2849,Solo se tomo parametros de campo,Simple,Ninguno,Ninguno,17/03/2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Shahuindo,Agua,Agua subterránea,Agua subterránea de manantial,FNat2,807707,9159149,17 Sur,WGS84,2762,"Manantial Sin nombre, aproximadamente a 300 m al oeste de la quebrada Chupaya, en el caserío de San José",Simple,ECA agua 2015,"pH, OD",21/03/2018,,0.296,0.013,,0.0005,0.00047,0.05294,0.0299,0.0059,0.0034,<0.00002,<0.00002,34.1,<0.00002,<0.00002,0.004,<0.002,<0.00001,<0.00001,8.48,7.8,<0.6,,,,,<0.001,,0.551,<0.00001,<0.00001,0.00135,0.00051,0,<0.0001,<0.0001,,,,<0.00003,<0.00003,0.024,0.022,,0.073,<0.015,,,,0.8499,0.3396,0.0014,0.0014,1.154,1.065,0.00577,0.00518,<0.00003,<0.00003,,<0.00002,<0.00002,0.0008,<0.0002,,,,,,,<0.000003,<0.000003,0.0024,<0.0002,3.58,3.07,0,,,<0.0004,<0.0004,,,3.459,3.168,9,56,,11.44,,,<0.00002,<0.00002,,0.0023,<0.0002,<0.000003,<0.000003,<0.0001,<0.0001,0.0127,<0.0001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Shahuindo,Agua,Agua subterránea,Agua subterránea de manantial,FNat20,806288,9162480,17 Sur,WGS84,2962,Manantial ubicado en la naciente de la quebrada Cabrejos,Simple,ECA agua 2015,"OD,",19/03/2018,,0.066,0.014,,<0.00004,<0.00004,<0.00003,<0.00003,0.017,0.017,<0.00002,<0.00002,224.6,<0.00002,<0.00002,0.016,0.005,<0.00001,<0.00001,67.07,67.07,<0.6,,,,,<0.001,,0.775,<0.00001,<0.00001,<0.00003,<0.00003,0,<0.0001,<0.0001,,,,<0.00003,<0.00003,0.393,0.393,,0.03,<0.015,,,,0.0679,0.0124,0.0026,0.0026,9.515,9.515,0.00732,0.00191,<0.00003,<0.00003,,0.00144,0.00144,0.0004,<0.0002,,,,,,,<0.000003,<0.000003,<0.0002,<0.0002,0.56,0.56,0,,,<0.0004,<0.0004,5.1,4.6,2.38,2.38,10,232,,9.757,,,<0.00002,<0.00002,,0.0013,<0.0002,0.00074,0.00074,<0.0001,<0.0001,<0.0001,<0.0001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Shahuindo,Agua,Agua subterránea,Agua subterránea de manantial,FNat21,807875,9160584,17 Sur,WGS84,2628,"Manantial «La Peña de Alumbre», ubicado en la quebrada La Fila aproximadamente a 250 m aguas arriba de la confluencia con la quebrada Shingomate",Simple,ECA agua 2015,Ninguno,19/03/2018,,0.146,0.07,,0.00038,<0.00004,0.0804,0.0738,0.0102,0.0094,<0.00002,<0.00002,69.4,<0.00002,<0.00002,0.005,<0.002,<0.00001,<0.00001,20.35,19.55,<0.6,,,,,<0.001,,0.814,<0.00001,<0.00001,0.00143,0.00104,0,<0.0001,<0.0001,,,,<0.00003,<0.00003,0.0589,0.056,,0.039,<0.015,,,,0.1879,0.0493,0.0016,0.0016,2.486,2.435,0.0027,0.0027,<0.00003,<0.00003,,<0.00002,<0.00002,0.0009,0.0005,,,,,,,<0.000003,<0.000003,0.0014,<0.0002,1.48,1.23,0,,,<0.0004,<0.0004,6.4,5.9,1.89,1.89,5,82,,5.624,,,<0.00002,<0.00002,,0.0021,<0.0002,<0.000003,<0.000003,<0.0001,<0.0001,0.0133,0.0127,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Shahuindo,Agua,Agua subterránea,Agua subterránea de manantial,FNat21a,807714,9160466,17 Sur,WGS84,2707,Manantial ubicado aproximadamente a 220 m al suroeste del manantial FNat21,Simple,ECA agua 2015,pH,19/03/2018,,0.028,0.013,,<0.00004,<0.00004,0.00059,0.00059,0.0044,0.0043,<0.00002,<0.00002,3.6,<0.00002,<0.00002,<0.002,<0.002,0.00098,0.00097,1.63,1.52,<0.6,,,,,<0.001,,0.091,<0.00001,<0.00001,0.0011,0.00104,0,<0.0001,<0.0001,,,,<0.00003,<0.00003,0.0056,0.0056,,0.03,<0.015,,,,0.0219,<0.0004,0.0021,0.0021,1.09,1.077,0.01064,0.00725,<0.00003,<0.00003,,<0.00002,<0.00002,0.0027,0.0024,,,,,,,<0.000003,<0.000003,0.0006,<0.0002,1.15,1.04,0,,,<0.0004,<0.0004,5.6,5,0.362,0.362,<2,15,,5.941,,,<0.00002,<0.00002,,<0.0002,<0.0002,<0.000003,<0.000003,<0.0001,<0.0001,0.0497,0.0497,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Shahuindo,Agua,Agua subterránea,Agua subterránea de manantial,FNat22,805260,9162256,17 Sur,WGS84,3180,No se realizó el muestreo ambiental de agua; manantial se encontro cerrado con una estructura de concreto,Simple,ECA agua 2015,pH,17/03/2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Shahuindo,Agua,Agua subterránea,Agua subterránea de manantial,FNat23,803830,9159670,17 Sur,WGS84,3271,"Manantial la Huaylla #4, ubicado en el caserío Rosa Huayta",Simple,ECA agua 2015,"OD,",17/03/2018,,0.469,<0.002,,<0.00004,<0.00004,0.0104,0.00708,0.0091,0.0048,<0.00002,<0.00002,102.3,<0.00002,<0.00002,0.007,<0.002,0.00017,<0.00001,28.54,26.5,<0.6,,,,,<0.001,,2.686,<0.00001,<0.00001,0.00117,<0.00003,0,<0.0001,<0.0001,,,,<0.00003,<0.00003,0.1325,0.1259,,0.089,<0.015,,,,0.5921,<0.0004,0.0036,0.0033,3.637,3.368,0.02156,<0.00003,<0.00003,<0.00003,,0.00057,<0.00002,0.0005,<0.0002,,,,,,,<0.000003,<0.000003,0.0129,<0.0002,1.34,1.34,0,,,<0.0004,<0.0004,11.9,10.8,9.628,9.299,14,128,,9.407,,,<0.00002,<0.00002,,0.0029,<0.0002,<0.000003,<0.000003,0.0008,<0.0001,0.0202,<0.0001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Shahuindo,Agua,Agua subterránea,Agua subterránea de manantial,FNat24,807590,9162270,17 Sur,WGS84,2836,Manantial ubicado aproximadamente a 60 m al sur del caserío Liclipampa Alto,Simple,ECA agua 2015,Ninguno,17/03/2018,,0.696,0.021,,<0.00004,<0.00004,<0.00003,<0.00003,0.0223,0.0162,<0.00002,<0.00002,228.4,<0.00002,<0.00002,0.028,0.011,<0.00001,<0.00001,72.88,65.2,<0.6,,,,,<0.001,,2.045,0.00064,<0.00001,0.00044,0.00044,0,<0.0001,<0.0001,,,,<0.00003,<0.00003,0.3235,0.3199,,0.052,<0.015,,,,0.8079,0.019,0.0053,0.005,5.325,5.226,0.0329,0.00826,<0.00003,<0.00003,,<0.00002,<0.00002,0.001,<0.0002,,,,,,,<0.000003,<0.000003,0.001,<0.0002,0.66,0.35,0,,,<0.0004,<0.0004,7.6,5.8,4.89,4.716,17,238,,6.418,,,<0.00002,<0.00002,,0.0034,<0.0002,0.000382,0.000378,0.0011,<0.0001,<0.0001,<0.0001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Shahuindo,Agua,Agua subterránea,Agua subterránea de manantial,FNat26,806140,9161787,17 Sur,WGS84,3014,"Manantial “Los Paucos #2” ubicado aproximadamente a 1,3 km al sureste del caserío La Fila",Simple,ECA agua 2015,OD,18/03/2018,,0.487,0.013,,<0.00004,<0.00004,0.00056,<0.00003,0.0317,0.0256,<0.00002,<0.00002,261,<0.00002,<0.00002,0.008,<0.002,<0.00001,<0.00001,85.33,77.8,<0.6,,,,,<0.001,,3.174,<0.00001,<0.00001,0.00094,0.00094,0,<0.0001,<0.0001,,,,<0.00003,<0.00003,0.2756,0.2583,,0.078,<0.015,,,,0.5331,0.0465,0.0031,0.0026,5.98,5.795,0.01283,0.00176,<0.00003,<0.00003,,0.00063,0.00058,0.0008,<0.0002,,,,,,,<0.000003,<0.000003,0.0008,<0.0002,1.28,1.06,0,,,<0.0004,<0.0004,5.8,4.6,1.12,1.12,35,270,,2.343,,,<0.00002,<0.00002,,0.0032,<0.0002,<0.000003,<0.000003,0.0018,<0.0001,<0.0001,<0.0001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Shahuindo,Agua,Agua subterránea,Agua subterránea de manantial,FNat3,808823,9159789,17 Sur,WGS84,2410,"Manantial Ojo de agua Los Encuentros, aproximadamente a 200 m al oeste de la quebrada Chupaya, en el caserío de San José",Simple,ECA agua 2015,"pH, Co, Mn",21/03/2018,,4.218,1.195,,0.00637,0.00058,0.04178,0.00157,0.0491,0.0233,0.00143,0.00088,<1.2,0.00079,<0.00002,0.024,0.008,0.00435,0.00411,41.99,40.33,<0.6,,,,,<0.001,,1.588,0.04525,0.04152,0.0235,0.01369,0,0.0021,<0.0001,,,,<0.00003,<0.00003,0.1416,0.1336,,0.132,<0.015,,,,4.562,0.1338,0.0121,0.0096,22.73,21.61,7.991,7.586,<0.00003,<0.00003,,<0.00002,<0.00002,0.05,0.0453,,,,,,,0.000624,<0.000003,0.0176,0.0008,8.34,6.39,0,,,<0.0004,<0.0004,,,5.254,5.147,236,378,,246.1,,,<0.00002,<0.00002,,0.0164,<0.0002,<0.000003,<0.000003,0.0048,<0.0001,0.9425,0.923,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Shahuindo,Agua,Agua subterránea,Agua subterránea de manantial,FNat6,806208,9157483,17 Sur,WGS84,3166,"Manantial Shinshe o Palluro, ubicado en el caserío de San José, al pie del anticlinal Algamarca",Simple,ECA agua 2015,pH,18/03/2018,,0.081,0.046,,<0.00004,<0.00004,0.0009,0.0009,0.001,0.001,<0.00002,<0.00002,4.1,<0.00002,<0.00002,<0.002,<0.002,<0.00001,<0.00001,0.22,0.22,<0.6,,,,,<0.001,,<0.061,0.00048,0.00047,0.00109,0.00109,0,<0.0001,<0.0001,,,,<0.00003,<0.00003,0.0013,0.0013,,<0.015,<0.015,,,,0.029,0.029,<0.0001,<0.0001,0.04,0.04,0.00693,0.00693,<0.00003,<0.00003,,<0.00002,<0.00002,<0.0002,<0.0002,,,,,,,<0.000003,<0.000003,<0.0002,<0.0002,<0.04,<0.04,0,,,<0.0004,<0.0004,2.5,2.3,1.04,1.04,17,4,,0.814,,,<0.00002,<0.00002,,<0.0002,<0.0002,<0.000003,<0.000003,<0.0001,<0.0001,<0.0001,<0.0001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Shahuindo,Agua,Agua subterránea,Agua subterránea de manantial,FNat8,810462,9156621,17 Sur,WGS84,2423,"Manantial El Pauco, ubicado aproximadamente 850 m aguas abajo del pad de lixiviación, en la microcuenca El Pacae",Simple,ECA agua 2015,Ninguno,19/03/2018,,4.343,0.02,,<0.00004,<0.00004,0.02455,0.00129,0.0762,0.0236,<0.00002,<0.00002,21.8,<0.00002,<0.00002,0.026,0.004,<0.00001,<0.00001,6.13,4.91,<0.6,,,,,<0.001,,1.047,0.00335,0.00059,0.00853,0.00114,0,0.0027,<0.0001,,,,<0.00003,<0.00003,0.028,0.0208,,0.108,<0.015,,,,4.6,0.0448,0.0099,0.0081,3.116,2.617,0.18877,0.11642,<0.00003,<0.00003,,<0.00002,<0.00002,0.0061,0.0015,,,,,,,<0.000003,<0.000003,0.0204,<0.0002,7.25,3.96,0,,,0.0013,<0.0004,11.5,6.6,4.209,4.209,79,50,,18.19,,,<0.00002,<0.00002,,0.0135,<0.0002,<0.000003,<0.000003,0.0051,<0.0001,0.0384,<0.0001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Shahuindo,Agua,Agua subterránea,Agua subterránea de piezómetro,PZ-1,806895,9158367,17 Sur,WGS84,3002,Gradiente abajo del tajo,Simple,ECA agua 2015,"pH, OD, DQO, Al, Cu, Pb",22/03/2018,,7.464,7.06,,0.00308,0.00167,0.01211,0.00726,0.0172,0.0126,<0.00002,<0.00002,<1.2,<0.00002,<0.00002,0.022,0.018,0.00202,0.00123,2.72,2.61,<0.6,,,,,<0.001,,0.768,0.00915,0.0088,0.43444,0.05187,0,0.0022,0.001,,<0.002,358,0.00194,0.00093,0.0269,0.0257,,0.065,<0.015,,,,1.194,0.9027,0.0016,<0.0001,0.67,0.636,0.06074,0.0576,<0.00003,<0.00003,,<0.00002,<0.00002,0.012,0.0103,,,,,,,0.002104,<0.000003,0.0546,0.035,13.44,12.92,0,,,<0.0004,<0.0004,,,1.78,1.78,,166,,75.73,,,<0.00002,<0.00002,,0.0034,0.0024,<0.000003,<0.000003,0.0006,0.0004,0.283,0.283,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Shahuindo,Agua,Agua subterránea,Agua subterránea de piezómetro,PZ-7,809571,9156124,17 Sur,WGS84,2604,Gradiente abajo del depósito de material excedente Sur,Simple,ECA agua 2015,"OD, Fe, Mn, Pb",22/03/2018,,0.237,0.022,,0.0008,<0.00004,0.02849,0.01568,0.0149,0.0087,<0.00002,<0.00002,104.3,<0.00002,<0.00002,0.038,0.023,<0.00001,<0.00001,68.84,62.18,<0.6,,,,,<0.001,,1.434,0.00316,0.00252,0.00715,0.00101,0,0.0403,0.0119,,<0.002,27,0.0013,<0.00003,0.0614,0.0573,,0.197,<0.015,,,,7.845,3.906,0.0252,0.0247,29.27,26.47,0.7515,0.6707,<0.00003,<0.00003,,<0.00002,<0.00002,0.0022,0.0006,,,,,,,<0.000003,<0.000003,0.0661,0.0037,10.1,9.07,0,,,<0.0004,<0.0004,,,13.31,12.29,,488,,250.2,,,<0.00002,<0.00002,,0.0032,<0.0002,<0.000003,<0.000003,0.0004,<0.0001,0.0279,<0.0001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Shahuindo,Agua,Agua superficial,Agua superficial de ríos y quebradas,LTap1,809604,9156260,17 Sur,WGS84,2614,"Escorrentía proveniente de la laguna Tapada, aguas arriba de la confluencia con la quebrada Los Merinos",Simple,ECA agua 2015,"pH, Mn",19/03/2018,,1.539,1.266,,<0.00004,<0.00004,0.00152,0.00079,0.018,0.0164,0.00105,0.00105,<1.2,<0.00002,<0.00002,0.024,0.004,0.00352,0.00342,10.8,10.53,<0.6,,,,,<0.001,,0.479,0.04662,0.04507,0.07777,0.0679,0,<0.0001,<0.0001,,,,<0.00003,<0.00003,0.0144,0.0143,,0.022,<0.015,,,,2.248,1.971,0.0071,0.0071,11.79,11.32,3.073,2.934,<0.00003,<0.00003,,<0.00002,<0.00002,0.0415,0.0399,,,,,,,<0.000003,<0.000003,0.001,<0.0002,7.03,6.46,0,,,<0.0004,<0.0004,12.6,12.3,2.208,2.036,7,214,,85.02,,,0.00028,<0.00002,,0.0016,<0.0002,<0.000003,<0.000003,<0.0001,<0.0001,0.2814,0.2688,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Shahuindo,Agua,Agua superficial,Agua superficial de ríos y quebradas,QAra1,808989,9153115,17 Sur,WGS84,2646,"Quebrada Araqueda, aproximadamente a 2 km aguas arriba del centro poblado Araqueda",Simple,ECA agua 2015,Ninguno,17/03/2018,,0.069,<0.002,,<0.00004,<0.00004,<0.00003,<0.00003,0.0211,0.0196,<0.00002,<0.00002,121.1,<0.00002,<0.00002,0.016,<0.002,<0.00001,<0.00001,68.6,65.08,<0.6,,,,,<0.001,,0.707,<0.00001,<0.00001,<0.00003,<0.00003,0,<0.0001,<0.0001,,,,<0.00003,<0.00003,0.2825,0.2755,,0.03,<0.015,,,,0.1254,<0.0004,0.0066,0.0065,32.79,31.36,0.02175,0.01712,<0.00003,<0.00003,,<0.00002,<0.00002,0.0008,<0.0002,,,,,,,<0.000003,<0.000003,<0.0002,<0.0002,1.49,1.25,0,,,<0.0004,<0.0004,6.3,5.6,7.551,7.239,5,452,,211.9,,,<0.00002,<0.00002,,0.0015,<0.0002,<0.000003,<0.000003,<0.0001,<0.0001,<0.0001,<0.0001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Shahuindo,Agua,Agua superficial,Agua superficial de ríos y quebradas,QAra2,812166,9152981,17 Sur,WGS84,2371,"Quebrada Araqueda, aproximadamente a 850 m aguas abajo del centro poblado Araqueda",Simple,ECA agua 2015,pH,17/03/2018,,0.54,<0.002,,<0.00004,<0.00004,0.00076,0.00047,0.0223,0.0178,<0.00002,<0.00002,144.2,<0.00002,<0.00002,0.024,0.006,<0.00001,<0.00001,63.43,61.79,<0.6,,,,,<0.001,,1.027,<0.00001,<0.00001,0.00319,<0.00003,0,<0.0001,<0.0001,,,,<0.00003,<0.00003,0.2852,0.2768,,0.053,<0.015,,,,0.835,<0.0004,0.0093,0.0086,29.23,28.69,0.04175,0.01756,<0.00003,<0.00003,,<0.00002,<0.00002,0.0014,<0.0002,,,,,,,<0.000003,<0.000003,0.002,<0.0002,1.83,1.39,0,,,<0.0004,<0.0004,6.4,5.2,8.405,8.312,35,372,,171.3,,,<0.00002,<0.00002,,0.0035,<0.0002,<0.000003,<0.000003,<0.0001,<0.0001,<0.0001,<0.0001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Shahuindo,Agua,Agua superficial,Agua superficial de ríos y quebradas,QCab1,806646,9159916,17 Sur,WGS84,2927,"Quebrada Cabrejos, aproximadamente a 620 m aguas arriba de la confluencia con la quebrada Shingomate",Simple,ECA agua 2015,Ninguno,18/03/2018,,0.736,0.067,,<0.00004,<0.00004,0.00319,0.00153,0.0201,0.0143,<0.00002,<0.00002,44.3,<0.00002,<0.00002,<0.002,<0.002,<0.00001,<0.00001,10.5,10.01,<0.6,,,,,<0.001,,0.291,0.00043,<0.00001,0.00193,0.00193,0,<0.0001,<0.0001,,,,<0.00003,<0.00003,0.0572,0.0534,,0.066,<0.015,,,,0.8886,0.1562,0.0023,0.002,2.394,2.188,0.02928,0.01537,<0.00003,<0.00003,,<0.00002,<0.00002,0.0011,0.0004,,,,,,,<0.000003,<0.000003,0.0009,<0.0002,1.51,1.02,0,,,<0.0004,<0.0004,8.2,6.4,3.735,3.477,13,50,,6.906,,,<0.00002,<0.00002,,0.0041,<0.0002,<0.000003,<0.000003,0.0012,<0.0001,<0.0001,<0.0001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Shahuindo,Agua,Agua superficial,Agua superficial de ríos y quebradas,QCai1,802856,9157596,17 Sur,WGS84,2638,"Quebrada Caipuro, 50 m agua arriba de la confluencia con el río Cañarís",Simple,ECA agua 2015,"pH, Al, As, Cd, Co, Cu, Fe, Mn, Pb, Zn",17/03/2018,,3.34,0.045,,0.06987,0.01792,0.13413,0.00798,0.0251,0.0145,<0.00002,<0.00002,28.2,0.00319,<0.00002,0.016,<0.002,0.00951,0.00562,65.93,63.96,<0.6,,,,,<0.001,,21.62,0.02241,0.01823,2.219,0.1624,0,0.0009,<0.0001,,,,<0.00003,<0.00003,0.2443,0.2329,,0.827,<0.015,,,,6.084,0.0305,0.0172,0.0144,12.24,11.85,1.88,1.706,<0.00003,<0.00003,,<0.00002,<0.00002,0.0186,0.0137,,,,,,,0.004127,<0.000003,0.0097,<0.0002,7.63,7.23,0,,,<0.0004,<0.0004,13.8,10.3,26.36,26.23,103,448,,253.8,,,<0.00002,<0.00002,,0.0093,<0.0002,<0.000003,<0.000003,0.0019,<0.0001,0.5168,0.169,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Shahuindo,Agua,Agua superficial,Agua superficial de ríos y quebradas,QCHie1,810703,9159416,17 Sur,WGS84,2413,"Quebrada Contrahierba, aproximadamente a 800 m al suroeste de la institución educativa del caserío de Shahuindo de Araqueda",Simple,ECA agua 2015,pH,22/03/2018,,2.869,0.334,,0.00098,<0.00004,0.00473,0.00171,0.0598,0.0342,<0.00002,<0.00002,32.6,<0.00002,<0.00002,0.013,0.007,<0.00001,<0.00001,8.49,8.49,<0.6,,,,,<0.001,,0.505,0.00085,<0.00001,0.00447,0.00315,0,0.0022,<0.0001,,,,<0.00003,<0.00003,0.0304,0.0253,,0.087,<0.015,,,,2.252,0.316,<0.0001,<0.0001,1.134,1.134,0.01726,0.01726,<0.00003,<0.00003,,<0.00002,<0.00002,0.0023,0.0014,,,,,,,<0.000003,<0.000003,0.0038,0.0007,3.07,1.83,0,,,0.0011,<0.0004,,,0.916,0.916,1011,34,,2.025,,,<0.00002,<0.00002,,0.0111,<0.0002,<0.000003,<0.000003,0.0057,0.0004,<0.0001,<0.0001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Shahuindo,Agua,Agua superficial,Agua superficial de ríos y quebradas,QChil1,806051,9158166,17 Sur,WGS84,3078,"Quebrada Chilca, aproximadamente a 800 m aguas arriba de la confluencia con la quebrada Shingomate",Simple,ECA agua 2015,"pH, Mn",18/03/2018,,0.746,0.451,,0.01269,0.008,0.07805,0.00448,0.0191,0.0182,<0.00002,<0.00002,1.3,0.00091,<0.00002,<0.002,<0.002,0.00069,0.00069,2.56,2.53,<0.6,,,,,<0.001,,<0.061,0.00232,0.00231,0.02028,0.01769,0,<0.0001,<0.0001,,,,<0.00003,<0.00003,0.0199,0.0199,,0.045,<0.015,,,,0.6648,0.0849,<0.0001,<0.0001,0.392,0.392,0.25471,0.25,<0.00003,<0.00003,,<0.00002,<0.00002,0.0018,0.0016,,,,,,,0.000585,<0.000003,0.003,<0.0002,0.5,0.34,0,,,<0.0004,<0.0004,3.3,2.8,2.34,2.34,6,26,,13.85,,,<0.00002,<0.00002,,0.0017,<0.0002,<0.000003,<0.000003,<0.0001,<0.0001,0.038,0.038,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Shahuindo,Agua,Agua superficial,Agua superficial de ríos y quebradas,QCho1,806440,9156308,17 Sur,WGS84,3207,"Quebrada Choloque, en el punto de muestreo SH-9 de la UM Shahuindo, aguas arriba a la zona de operaciones",Simple,ECA agua 2015,Ninguno,21/03/2018,,0.997,0.08,,0.00149,0.001,0.00574,0.00293,0.0262,0.0175,<0.00002,<0.00002,50.1,<0.00002,<0.00002,0.004,<0.002,<0.00001,<0.00001,8.84,7.83,<0.6,,,,,<0.001,,3.46,<0.00001,<0.00001,0.01831,0.01195,0,0.0012,<0.0001,,,,<0.00003,<0.00003,0.0559,0.0509,,0.156,<0.015,,,,1.699,0.2282,<0.0001,<0.0001,3.1,2.855,0.07458,0.03144,<0.00003,<0.00003,,<0.00002,<0.00002,0.0017,0.0007,,,,,,,<0.000003,<0.000003,0.0021,<0.0002,4.05,3.77,0,,,<0.0004,<0.0004,,,4.896,4.772,19,61,,3.415,,,<0.00002,<0.00002,,0.0064,<0.0002,<0.000003,<0.000003,0.0024,0.0005,<0.0001,<0.0001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
